pmid|pubyear|lang|title|match_found|best_full_match|best_window_match
﻿26613691|2016|eng;|Integrating Children's Mental Health into Primary Care.|N||
18729611|2008|eng;|Cognitive inhibition and working memory in attention-deficit/hyperactivity disorder.|Y|attention-deficit/hyperactivity disorder|attention-deficit/hyperactivity disorder
18729608|2008|eng;|Classification of depressive disorders in the DSM-V: proposal for a two-dimension system.|N||
18729605|2008|eng;|Psychological trauma and schizotypal personality disorder.|Y|schizotypal personality disorder|schizotypal personality disorder
18729565|2008|eng;|Cognitive processes in dissociation: an analysis of core theoretical assumptions.|N||
18729148|2008|eng;|A multirisk approach to predicting chronicity of postpartum depression symptoms.|Y|depression|depression
18729135|2008|eng;|A review and analysis of the relationship between neuropsychological measures and DAT1 in ADHD.|N||
18727778|2008|eng;|The hidden-zero effect: representing a single choice as an extended sequence reduces impulsive choice.|N||
18726986|2008|eng;|Differential association between MAOA, ADHD and neuropsychological functioning in boys and girls.|N||
18726897|2008|eng;|Concurrent and longitudinal associations of basal and diurnal cortisol with mental health symptoms in early adolescence.|N||
18725912|2010|eng;|The epidemiology of obsessive-compulsive disorder in the National Comorbidity Survey Replication.|Y|obsessive-compulsive disorder|obsessive-compulsive disorder
18724788|2008|eng;|Correlates of suicidality among patients with psychotic depression.|Y|depression|depression
18724787|2008|eng;|Prevalence of suicidal ideation among boys and men assessed annually from ages 9 to 29 years.|N||
18724785|2008|eng;|Antidepressant prescription and suicide rates: effect of age and gender.|N||
18724569|2008|eng;|Pediatric case study and review: is it a conversion disorder?|Y|conversion disorder|conversion disorder
18724255|2008|eng;|Correlates of accommodation of pediatric obsessive-compulsive disorder: parent, child, and family characteristics.|Y|obsessive-compulsive disorder|obsessive-compulsive disorder
18724254|2008|eng;|Remission status and cortical thickness in childhood-onset schizophrenia.|Y|schizophrenia|schizophrenia
18724253|2008|eng;|fMRI of intrasubject variability in ADHD: anomalous premotor activity with prefrontal compensation.|N||
18723162|2008|eng;|Combining early markers strongly predicts conversion from mild cognitive impairment to Alzheimer's disease.|Y|cognitive impairment|cognitive impairment
18723160|2008|eng;|Prototype awareness enhancing and monitoring device for trichotillomania.|Y|trichotillomania|trichotillomania
18722720|2008|eng;|Anxiety vulnerability factors and disorders and tobacco and marijuana use and disorders: emerging theory and research explicating their relations.|N||
18722627|2009|eng;|Attentional retraining: a randomized clinical trial for pathological worry.|N||
18722593|2009|eng;|Prospective prediction of posttraumatic stress disorder symptoms using fear potentiated auditory startle responses.|Y|posttraumatic stress disorder|posttraumatic stress disorder
18722589|2008|eng;|Self-representation in social anxiety disorder: linguistic analysis of autobiographical narratives.|Y|social anxiety disorder|social anxiety disorder
18722092|2008|eng;|Social cognition as a mediator of cognition and outcome among deaf and hearing people with schizophrenia.|Y|schizophrenia|schizophrenia
18721642|2008|eng;|The pattern of subjective anxiety during in-session exposures over the course of cognitive-behavioral therapy for clients with social anxiety disorder.|N||
18721639|2008|eng;|An experimental investigation of the effect of worry on responses to a discrimination learning task.|N||
18721638|2008|eng;|An open trial of a transdiagnostic cognitive-behavioral group therapy for anxiety disorder.|Y|behavioral disorder|anxiety disorder
18721637|2008|eng;|The relative contribution of abuse severity and PTSD severity on the psychiatric and social morbidity of battered women in shelters.|N||
18720399|2008|eng;|Financial and social circumstances and the incidence and course of PTSD in Mississippi during the first two years after Hurricane Katrina.|N||
18720397|2008|eng;|A prospective study of trait anger and PTSD symptoms in police.|N||
18720392|2008|eng;|Nonnightmare distressed awakenings in veterans with posttraumatic stress disorder: response to prazosin.|Y|posttraumatic stress disorder|posttraumatic stress disorder
18720390|2008|eng;|Trauma history characteristics and subsequent PTSD symptoms in motor vehicle accident victims.|N||
18720182|2009|eng;|Abbreviated neuropsychological assessment in schizophrenia: prediction of different aspects of outcome.|Y|schizophrenia|schizophrenia
18720088|2008|eng;|Screening for depressive symptoms in an online sample of men who have sex with men.|N||
18718883|2010|eng;|Does adherence to medications for type 2 diabetes differ between individuals with vs without schizophrenia?|Y|schizophrenia|schizophrenia
18718882|2009|eng;|Mental health correlates of intimate partner violence in marital relationships in a nationally representative sample of males and females.|N||
18718853|2008|eng;|Developmental changes in startle reactivity in school-age children at risk for and with actual anxiety disorder.|Y|anxiety disorder|anxiety disorder
18718739|2008|eng;|Temperament and character as schizophrenia-related endophenotypes in non-psychotic siblings.|Y|schizophrenia|schizophrenia
18717990|2008|eng;|Acute maternal stress in pregnancy and schizophrenia in offspring: a cohort prospective study.|Y|schizophrenia|schizophrenia
18717908|2008|eng;|Phonological and semantic priming in children with reading disability.|N||
18716761|2009|eng;|A placebo-controlled study of sildenafil effects on cognition in schizophrenia.|Y|schizophrenia|schizophrenia
18715756|2008|eng;|Intrinsic motivation, neurocognition and psychosocial functioning in schizophrenia: testing mediator and moderator effects.|Y|schizophrenia|schizophrenia
18715745|2009|eng;|Alcoholics Anonymous attendance following 12-step treatment participation as a link between alcohol-dependent fathers' treatment involvement and their children's externalizing problems.|N||
18715651|2009|eng;|Psychosocial functioning among bipolar youth.|N||
18714781|2008|eng;|Association between short sleep and suicidal ideation and suicide attempt among adults in the general population.|N||
18714208|2008|eng;|Maternal depressive symptoms and physical activity in very low-income children.|Y|low income|low income
18714205|2008|eng;|The impact of medical comorbidity on mental health and functional health outcomes among children with anxiety disorders.|N||
18714193|2008|eng;|Helping adolescents affected by war, trauma, and displacement.|N||
18713484|2009|eng;|The epidemiology of depression in metropolitan China.|Y|depression|depression
18712714|2009|eng;|Genetic variation in the serotonin 2A receptor and suicidal ideation in a sample of 270 Irish high-density schizophrenia families.|Y|schizophrenia|schizophrenia
18710784|2008|eng;|Association of cognitive distortions with problem and pathological gambling in adult male twins.|Y|pathological gambling|pathological gambling
18710652|2008|eng;|The neural substrates of probabilistic and intertemporal decision making.|N||
18708489|2008|eng;|Refining the construct of narcissistic personality disorder: diagnostic criteria and subtypes.|Y|narcissistic personality disorder|narcissistic personality disorder
18708488|2008|eng;|Does bereavement-related major depression differ from major depression associated with other stressful life events?|Y|major depression|major depression
18708487|2008|eng;|Self and other in schizophrenia: a cognitive neuroscience perspective.|Y|schizophrenia|schizophrenia
18708280|2008|eng;|Can persons with schizophrenia appreciate visual art?|Y|schizophrenia|schizophrenia
18708274|2008|eng;|A meta-analytic review of the relationships between the five-factor model and DSM-IV-TR personality disorders: a facet level analysis.|N||
18708263|2009|eng;|The functional impact of subsyndromal depressive symptoms in bipolar disorder: data from STEP-BD.|Y|bipolar i disorder|bipolar i disorder
18708245|2009|eng;|Predicting adolescent suicidality: comparing multiple informants and assessment techniques.|N||
18708183|2009|eng;|Preclinical assessment for selectively disrupting a traumatic memory via postretrieval inhibition of glucocorticoid receptors.|N||
18707766|2008|eng;|Lifetime criminality among boys with attention deficit hyperactivity disorder: a prospective follow-up study into adulthood using official arrest records.|Y|attention-deficit/hyperactivity disorder|attention-deficit/hyperactivity disorder
18707765|2009|eng;|Sleep functioning in relation to mood, function, and quality of life at entry to the Systematic Treatment Enhancement Program for Bipolar Disorder (STEP-BD).|Y|sleep disorder|bipolar i disorder
18706701|2009|eng;|Affective context interferes with cognitive control in unipolar depression: an fMRI investigation.|Y|depression|depression
18704812|2008|eng;|Psychometric properties of the Beck Depression Inventory-II in low-income, African American suicide attempters.|Y|low income|low income
18704667|2009|eng;|"""It's a rush"": psychosocial content of antisocial decision making."|N||
